SKU,Desc,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D26453,"Входная мощность: 280 Вт
Скорость вращения: 7000-12000 оборотов в минуту
Орбиты в минуту: 14000-24000 opm
Размер колебаний: н/д
Размер бумаги: 125 MM
вес: н/д
длина: 160 MM
Высота: 120 MM
Выходная мощность: н/д
Ручной / Arm Вибрация: 42491 м / с2















",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D26480,"Потребляемая мощность: 500 Вт
Выходная мощность: 350 Вт
Держатель насадки: н/д
Вес: 200 кг
Высота: 120 мм
Уровень вибрации: н/д
Погрешность вибрации: н/д
Звуковое давление: 84 дБ(А)
Погрешность уровня шума: 3 dB(A)
Акустическая мощность: 91 дБ(А)
Погрешность мощности создаваемого шума: н/д
Скорость ленты: 365 м/мин
Размер ленты: 64 x 356 мм
Размер подошвы: 64 x 80 мм











",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D26500,"Потребляемая мощность: 1050 Вт
Выходная мощность: 620 Вт
Частота холостого хода: 13500 об/мин
Макс. глубина реза: 4 мм
Глубина выборки четверти: 25 мм
Ширина строгания: 82 мм
Длина подошвы: 320 мм
Диаметр барабана: 64 мм
Держатель насадки: 4.0 мм
Вес: 320 кг
Высота: 180 мм
Уровень вибрации: н/д
Погрешность вибрации: н/д
Звуковое давление: 90 дБ(А)
Погрешность уровня шума: 3 dB(A)
Акустическая мощность: 99 дБ(А)
Погрешность мощности создаваемого шума: н/д








",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D26500K,"Потребляемая мощность: 1050 Вт
Выходная мощность: 620 Вт
Частота холостого хода: 13500 об/мин
Макс. глубина реза: 4 мм
Глубина выборки четверти: 25 мм
Ширина строгания: 82 мм
Длина подошвы: 320 мм
Диаметр барабана: 64 мм
Держатель насадки: 4.0 мм
Вес: 320 кг
Высота: 180 мм
Уровень вибрации: н/д
Погрешность вибрации: н/д
Звуковое давление: 90 дБ(А)
Погрешность уровня шума: 3 dB(A)
Акустическая мощность: 99 дБ(А)
Погрешность мощности создаваемого шума: н/д








",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D26501K,"Потребляемая мощность: 1150 Вт
Выходная мощность: 680 Вт
Частота холостого хода: 11500 об/мин
Макс. глубина реза: 4 мм
Глубина выборки четверти: 25 мм
Ширина строгания: 82 мм
Длина подошвы: 320 мм
Диаметр барабана: 64 мм
Держатель насадки: 4.0 мм
Вес: 320 кг
Высота: 180 мм
Уровень вибрации: н/д
Погрешность вибрации: н/д
Звуковое давление: 86 дБ(А)
Погрешность уровня шума: 3 dB(A)
Акустическая мощность: 95 дБ(А)
Погрешность мощности создаваемого шума: н/д








",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D27107,"Потребляемая мощность: 2000 Вт
Выходная мощность: 1400 Вт
Число оборотов диска: 4000 об/мин
Диаметр диска: 305 мм
Диаметр посадочного отверстия: 30 мм
Угол наклона: 48 °
Угол поворота (вправо/влево): 48/48 °
Пропил 90°/90° (ширина/высота): 50х155 мм
Пропил 90°/90° (ширина/высота): 205х63 мм
Пропил 45°/90° (ширина/высота): 45х155 мм
Пропил 45°/90° (ширина/высота): 160х35 мм
Пропил 90°/45° (ширина/высота): 50х100 мм
Пропил 90°/45° (ширина/высота): 205х50 мм
Макс. сечение заготовки 45°/45°: 60x110 мм
Глубина реза (при распиловке 90°/90°): 0 - 81 мм
Глубина реза (при распиловке 90°/45°): 0 - 56 мм
Держатель насадки: 40 мм
Ширина: 800 мм
Вес: 720 кг
Высота: 770 мм
Уровень вибрации (дерево): н/д
Погрешность вибрации: н/д
Акустическая мощность: 106 дБ(А)
Погрешность мощности создаваемого шума: 3 dB(A)
Звуковое давление: 95 дБ(А)
Погрешность давления создаваемого шума: 3 dB(A)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Погрешность давления создаваемого шума: 3 dB(A),
D27111,"Потребляемая мощность: 1500 Вт
Выходная мощность: 1100 Вт
Число оборотов диска: 3000 об/мин
Диаметр диска: 305 мм
Диаметр посадочного отверстия: 30 мм
Угол наклона: 45 °
Угол поворота (вправо/влево): 60/50 °
Пропил 90°/45° (ширина/высота): 220 x 50 мм
Пропил 90°/90° (ширина/высота): 220 x 90 мм
Пропил 90°/90° (ширина/высота): 220 x 90 мм
Пропил 45°/90° (ширина/высота): 155 x 90 мм
Пропил 45°/90° (ширина/высота): 155 x 90 мм
Пропил 90°/45° (ширина/высота): 220 x 50 мм
Макс. сечение заготовки 45°/45°: 155 x 50 мм
Макс. глубина реза: 51 мм
Держатель насадки: н/д
Ширина: 800 мм
Вес: 580 кг
Высота: 710 мм
Погрешность вибрации: н/д
Акустическая мощность: 107 дБ(А)
Погрешность мощности создаваемого шума: 3 dB(A)
Звуковое давление: 94.5 дБ(А)
Погрешность давления создаваемого шума: 3 dB(A)
Макс. ширина заготовки (справа): 200 мм
Макс. ширина заготовки (слева): 220 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Макс. ширина заготовки (слева): 220 мм,
D27112,"Потребляемая мощность: 1600 Вт
Выходная мощность: 1370 Вт
Число оборотов диска: 3650 об/мин
Диаметр диска: 305 мм
Диаметр посадочного отверстия: 30 мм
Угол наклона: 45 °
Угол поворота (вправо/влево): 60/50 °
Пропил 90°/45° (ширина/высота): 285 / 50 мм
Пропил 90°/90° (ширина/высота): 285 / 90 мм
Пропил 90°/90° (ширина/высота): 285 / 90 мм
Пропил 45°/90° (ширина/высота): 200 / 90 мм
Пропил 45°/90° (ширина/высота): 200 / 90 мм
Пропил 90°/45° (ширина/высота): 285 / 50 мм
Макс. сечение заготовки 45°/45°: 200 / 50 мм
Макс. глубина реза: 51 мм
Держатель насадки: 23.0 мм
Ширина: 980 мм
Вес: 580 кг
Высота: 710 мм
Погрешность вибрации: н/д
Акустическая мощность: 109 дБ(А)
Погрешность мощности создаваемого шума: 3 dB(A)
Звуковое давление: 97 дБ(А)
Погрешность давления создаваемого шума: 3 dB(A)
Макс. ширина заготовки (справа): 200 мм
Макс. ширина заготовки (слева): 220 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Макс. ширина заготовки (слева): 220 мм,
D27113,"Потребляемая мощность: 1600 Вт
Выходная мощность: 1030 Вт
Число оборотов диска: 3300 об/мин
Диаметр диска: 305 мм
Диаметр посадочного отверстия: 30 мм
Угол наклона: 48 °
Угол поворота (вправо/влево): 50/50 °
Пропил 90°/45° (ширина/высота): 110 x 85 мм
Пропил 90°/90° (ширина/высота): 160 x 85 мм
Пропил 90°/90° (ширина/высота): 25 x 120 мм
Пропил 45°/90° (ширина/высота): 160 x 55 мм
Пропил 45°/90° (ширина/высота): 160 x 55 мм
Пропил 90°/45° (ширина/высота): 110 x 85 мм
Макс. сечение заготовки 45°/45°: 110 x 55 мм
Макс. глубина реза: 51 мм
Держатель насадки: н/д
Ширина: 600 мм
Вес: 500 кг
Высота: 485 мм
Погрешность вибрации: н/д
Акустическая мощность: 103 дБ(А)
Погрешность мощности создаваемого шума: н/д
Звуковое давление: 97 дБ(А)
Погрешность давления создаваемого шума: н/д
Макс. ширина заготовки (справа): 200 мм
Макс. ширина заготовки (слева): 220 мм",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Макс. ширина заготовки (слева): 220 мм,
D27300,"Потребляемая мощность: 2100 Вт
Выходная мощность: 1600 Вт
Частота холостого хода: 6200 об/мин
Макс. ширина: 260 мм
Макс.глубина реза: 4 мм
Макс. глубина строгания (фуганок): 3 мм
Верхний стол: 1000 x 260 мм
Рейсмусный стол: 500 x 250 мм
Макс. высота заготовки: 160 мм
Скорость подачи: 5 м/мин
Держатель насадки: 53 мм
Ширина: 700 мм
Вес: 1050 кг
Высота: 950 мм
Акустическая мощность: 96.0 дБ(А)
Погрешность мощности создаваемого шума: 3.0 dB(A)
Звуковое давление: 109.0 дБ(А)
Погрешность давления создаваемого шума: н/д







",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D279001,"Описание: Мешки (5 шт.) для D27900
Для применения с: D27900























",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D279013,"Описание: 4м шланг с 35мм насадкой для D27901/2
Для применения с: D27901, D27902























",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D279017,"Описание: Мешки, 5 шт. для D27901/D27902
Для применения с: D27901, D27902























",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D28065,"Потребляемая мощность: 1250 Вт
Выходная мощность: 680 Вт
Частота холостого хода: 9000 об/мин
Диаметр диска: 125 мм
Резьба шпинделя: M14
Держатель насадки: н/д
Вес: 385 кг
Высота: 110 мм
Уровень вибраций при резании: н/д
Погрешность вибрации: 42491 м/с2
Уровень вибрации при шлифовании: н/д
Звуковое давление: 94 дБ(А)
Погрешность уровня шума: 3 dB(A)
Акустическая мощность: 65 дБ(А)
Погрешность мощности создаваемого шума: 3 dB(A)










",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D28133,"Потребляемая мощность: 1100 Вт
Частота холостого хода: 10500 об/мин
Диаметр диска: 125 мм
Резьба шпинделя: M14
Держатель насадки: н/д
Вес: 315 кг
Высота: 80 мм
Уровень вибраций при резании: н/д
Погрешность вибрации: <2.5 м/с2
Уровень вибрации при шлифовании: 42491 м/с2
Погрешность вибрации (долбление): н/д
Звуковое давление: 89 дБ(А)
Погрешность уровня шума: 3 dB(A)
Акустическая мощность: 100 дБ(А)
Погрешность мощности создаваемого шума: 3 dB(A)










",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D28134,"Потребляемая мощность: 1100 Вт
Частота холостого хода: 10500 об/мин
Диаметр диска: 125 мм
Резьба шпинделя: M14
Держатель насадки: н/д
Вес: 285 кг
Высота: 80 мм
Уровень вибраций при резании: н/д
Погрешность вибрации: н/д
Уровень вибрации при шлифовании: 42491 м/с2
Погрешность вибрации (долбление): н/д
Звуковое давление: 89 дБ(А)
Погрешность уровня шума: 3 dB(A)
Акустическая мощность: 100 дБ(А)
Погрешность мощности создаваемого шума: 3 dB(A)










",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D28136,"Потребляемая мощность: 1500 Вт
Частота холостого хода: 2800 - 10500 об/мин
Диаметр диска: 125 мм
Резьба шпинделя: M14
Держатель насадки: н/д
Вес: 315 кг
Высота: 90 мм
Уровень вибраций при резании: н/д
Погрешность вибрации: н/д
Уровень вибрации при шлифовании: 42491 м/с2
Погрешность вибрации (долбление): н/д
Звуковое давление: 89 дБ(А)
Погрешность уровня шума: 3 dB(A)
Акустическая мощность: 100 дБ(А)
Погрешность мощности создаваемого шума: 3 dB(A)










",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D28137,"Потребляемая мощность: 1500 Вт
Частота холостого хода: 2800 - 10500 об/мин
Диаметр диска: 125 мм
Резьба шпинделя: M14
Держатель насадки: н/д
Вес: 2.7 кг
Высота: 90 мм
Уровень вибраций при резании: н/д
Погрешность вибрации: н/д
Уровень вибрации при шлифовании: 42491 м/с2
Погрешность вибрации (долбление): н/д
Звуковое давление: 91 дБ(А)
Погрешность уровня шума: 3 dB(A)
Акустическая мощность: 102 дБ(А)
Погрешность мощности создаваемого шума: 3 dB(A)










",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D28141,"Потребляемая мощность: 1400 Вт
Частота холостого хода: 9000 об/мин
Диаметр диска: 150 мм
Резьба шпинделя: M14
Держатель насадки: н/д
Вес: 300 кг
Высота: 80 мм
Уровень вибраций при резании: 7.0 м/с2
Уровень вибрации при шлифовании: н/д
Звуковое давление: 91 дБ(А)
Погрешность уровня шума: 3 dB(A)
Акустическая мощность: 102 дБ(А)
Погрешность мощности создаваемого шума: 3 dB(A)












",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D28498,"Потребляемая мощность: 2400 Вт
Частота холостого хода: 6500 об/мин
Диаметр диска: 230 мм
Резьба шпинделя: M14
Держатель насадки: н/д
Вес: 4,9 кг
Высота: 151 мм
Уровень вибраций при резании: 5.0 м/с2
Погрешность вибрации: н/д
Звуковое давление: 93 дБ(А)
Погрешность уровня шума: 3 dB(A)
Акустическая мощность: 104 дБ(А)
Погрешность мощности создаваемого шума: 3 dB(A)












",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D28710,"Потребляемая мощность: 2200 Вт
Выходная мощность: 1350 Вт
Частота холостого хода: 3800 об/мин
Диаметр диска: 355 мм
Макс. размеры заготовки (Квадратный профиль), 90°: 120 x 120 мм
Макс. размеры заготовки (Прямоугольный профиль), 90°: 115 x 130 мм
Макс. размеры заготовки (L - профиль), 90°: 137 x 137 мм
Макс. размеры заготовки (Труба), 90°: 130 мм
Макс. размеры заготовки (Квадратный профиль), 45°: 107 x 107 мм
Макс. размеры заготовки (Прямоугольный профиль), 45°: 115 x 107 мм
Макс. размеры заготовки (L - профиль), 45°: 115 x 115 мм
Макс. размеры заготовки (Труба), 45°: 115 мм
Держатель насадки: 17 мм
Вес: 470 кг
Высота: 410 мм
Звуковое давление: 92 дБ(А)
Погрешность давления создаваемого шума: 3 dB(A)
Акустическая мощность: 105 дБ(А)
Погрешность мощности создаваемого шума: 3 dB(A)






",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D28715,"Потребляемая мощность: 2200 Вт
Выходная мощность: 1350 Вт
Частота холостого хода: 4000 об/мин
Диаметр диска: 355x2.5 мм
Макс. размеры заготовки (Квадратный профиль), 90°: 120x120 мм
Макс. размеры заготовки (Прямоугольный профиль), 90°: 100x200 мм
Макс. размеры заготовки (L - профиль), 90°: 140x140 мм
Макс. размеры заготовки (Труба), 90°: 130 мм
Макс. размеры заготовки (Квадратный профиль), 45°: 113x113 мм
Макс. размеры заготовки (Прямоугольный профиль), 45°: 100x140 мм
Макс. размеры заготовки (L - профиль), 45°: 120x120 мм
Макс. размеры заготовки (Труба), 45°: 130 мм
Держатель насадки: 18 мм
Вес: 520 кг
Высота: 435 мм
Звуковое давление: 100 дБ(А)
Погрешность давления создаваемого шума: 3 dB(A)
Акустическая мощность: 112 дБ(А)
Погрешность мощности создаваемого шума: 3 dB(A)






",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D28720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D28720V,"Потребляемая мощность: 2300 Вт
Частота холостого хода: 3800 об/мин
Диаметр диска: 355 мм
Держатель насадки: 17 мм





















",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D28885,"Потребляемая мощность: 500 Вт
Выходная мощность: 300 Вт
Частота холостого хода: 27000 об/мин
Держатель насадки: н/д
Вес: 250 кг
Высота: 70 мм
Уровень вибраций при резании: 5.0 м/с2
Погрешность вибрации: н/д
Звуковое давление: 78 дБ(А)
Погрешность уровня шума: 3 dB(A)
Акустическая мощность: 91 дБ(А)
Погрешность мощности создаваемого шума: 3 dB(A)
Цанга: 6 мм
Блокировка шпинделя: н/д











",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC500,"Тип аккумуляторной батареи: Li-Ion/NiMH/NiCd
Напряжение: 12/14,4/18 В
Ёмкость аккумулятора: н/д
Потребляемая мощность: 300 Вт
Развиваемый поток воздуха: н/д
Объём контейнера для сбора пыли: н/д
Потребляемая мощность: AC/DC
Диаметр шланга: 32 мм
Режим выдува: Да
Длина: 390 мм
Ширина: 225 мм
Высота: 360 мм
Держатель насадки: н/д












",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC5001,"Для применения с: DC500
Диаметр: 140 мм
Высота: 156 мм
Вес: 0.2 кг





















",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC5151H,"Для применения с: DC515
Диаметр: 110 мм
Высота: 65 мм
Вес: 0.1 кг





















",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC542K,"Тип аккумуляторной батареи: NiMH
Напряжение: 12 В
Ёмкость аккумулятора: н/д
Объем: 310-600 мл
Аппликатор: Картридж и контейнер
Толкающее усилие: 2900 Н (295 кг)
Скорость подачи: 584 мм/мин
Держатель насадки: 3.1/2.4* мм
Длина: 734 мм
Высота: 322 мм















",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DC800M2,"Выходная мощность: 800 Вт
Частота холостого хода: 1400 об/мин
Ударов в минуту: 2500 уд/мин
Макс. диаметр болта: M20
Держатель насадки: н/д
Вес: 273 кг
Уровень вибрации при ударе: н/д
Погрешность вибрации: н/д
Звуковое давление: 97 дБ(А)
Погрешность уровня шума: 42614 dB(A)
Акустическая мощность: 106 дБ(А)
Погрешность мощности создаваемого шума: н/д
Тип аккумуляторной батареи: Li-Ion
Напряжение: 36 В
Ёмкость аккумулятора: 4.0 Ач
Макс. крутящий момент: 440 Нм
Максимальный динамичский момент на откручивании: н/д
Длина: 1/2""
Высота: 275 мм






",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB080,"Ёмкость аккумулятора: 1.0 Ач
Напряжение: н/д
Высота: 73 мм
Вес: 43 кг
Держатель насадки: 0.08 мм




















",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB095,"Напряжение: н/д
Тип аккумуляторной батареи: Li-Ion
Ток зарядки: 1.0 A
Время зарядки: 60 (1.0 Ач) мин
Ширина: 126 мм
Высота: 45 мм
Длина: 105 мм
Держатель насадки: 0.2 мм

















",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB105,"Напряжение: 10,8, 14,4, 18.0 В
Тип аккумуляторной батареи: Li-Ion
Ток зарядки: 4.0 A
Время зарядки: 30 (1.5 Ач) мин
Ширина: 120 мм
Высота: 90 мм
Длина: 180 мм
Держатель насадки: 0.49 мм

















",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB115,"Напряжение: 10,8В / 14,4В / 18В 
Тип аккумуляторной батареи: XR Li-Ion
Ток зарядки: 4.0 A
Время зарядки: 30 (2.0Ah) мин
Ширина: 115 мм
Высота: 80 мм
Держатель насадки: 150 кг
Держатель насадки: 0.500 кг

















",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB123,"Напряжение: н/д
Ёмкость аккумулятора: н/д
Высота: 35 мм
Длина: 85 мм
Держатель насадки: 0.2 мм
Особенности: Li-Ion сдвижная
Для использования с: Все 10,8 В инструменты DEWALT


















",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB125,"Напряжение: н/д
Ёмкость аккумулятора: н/д
Высота: 35 мм
Длина: 85 мм
Держатель насадки: 0.2 мм
Особенности: Li-Ion сдвижная
Для использования с: Все 10,8 В инструменты DEWALT


















",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB127,"Напряжение: н/д
Ёмкость аккумулятора: 2.0 Ач
Высота: 35 мм
Длина: 85 мм
Держатель насадки: 0.2 мм
Особенности: Li-Ion сдвижная
Для использования с: Все 10,8 В инструменты DEWALT


















",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB140,"Напряжение: н/д
Ёмкость аккумулятора: 3.0 Ач
Высота: 65 мм
Вес: 105 кг
Держатель насадки: 0.53 мм
Особенности: XR Li-Ion
Для использования с: Все инструменты XR Li-Ion 14,4В DеWALT


















",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB141,"Напряжение: н/д
Ёмкость аккумулятора: н/д
Высота: 45 мм
Вес: 105 кг
Держатель насадки: 0.3 мм
Особенности: XR Li-Ion Технология
Для использования с: Все инструменты XR Li-Ion 14,4В DEWALT


















",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB142,"Напряжение: н/д
Ёмкость аккумулятора: 4.0 Ач
Высота: 65 мм
Вес: 105 кг
Держатель насадки: 0.53 мм
Особенности: XR Li-Ion
Для использования с: Все инструменты XR Li-Ion 14,4В DеWALT


















",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB143,"Напряжение: н/д
Ёмкость аккумулятора: 2.0 Ач
Высота: 48 мм
Вес: 109 кг
Держатель насадки: 0.30 мм
Особенности: XR Li-Ion
Для использования с: Все инструменты XR Li-Ion 14,4В DеWALT


















",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB180,"Ёмкость аккумулятора: 3.0 Ач
Напряжение: 18 В
Высота: 65 мм
Длина: 110 мм
Держатель насадки: 0.64 мм
Особенности: XR Li-Ion Технология
Для использования с: Все инструменты XR Li-Ion 18В DEWALT
Совместим с Andriod: No
Совместим с Apple: No
Совместимый с Blutooth: No















",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB181,"Ёмкость аккумулятора: н/д
Напряжение: 18 В
Высота: 45 мм
Длина: 110 мм
Держатель насадки: 0.35 мм
Особенности: XR Li-Ion Технология
Для использования с: Все инструменты XR Li-Ion 18В DEWALT
Совместим с Andriod: No
Совместим с Apple: No
Совместимый с Blutooth: No















",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB182,"Ёмкость аккумулятора: 4.0 Ач
Напряжение: 18 В
Высота: 65 мм
Длина: 110 мм
Держатель насадки: 0.61 мм
Особенности: XR Li-Ion Технология
Для использования с: Все инструменты XR Li-Ion 18В DEWALT
Совместим с Andriod: No
Совместим с Apple: No
Совместимый с Blutooth: No















",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCB183,"Ёмкость аккумулятора: 2.0 Ач
Напряжение: 18 В
Высота: 48 мм
Длина: 110 мм
Держатель насадки: 0.40 мм
Особенности: XR Li-Ion Технология
Для использования с: Все инструменты XR Li-Ion 18В DEWALT
Совместим с Andriod: No
Совместим с Apple: No
Совместимый с Blutooth: No















",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCD710C2,"Тип аккумуляторной батареи: XR Li-Ion
Напряжение: н/д
Ёмкость аккумулятора: н/д
Макс. крутящий момент (жёсткий): 24 Нм
Макс. крутящий момент (мягкий): 15 Нм
Выходная мощность: 180 Вт
Частота холостого хода: 0-400/1500 об/мин
Патрон: н/д
Макс. диаметр сверления (Дерево): 20 мм
Макс. диаметр сверления (Металл): 10 мм
Держатель насадки: н/д
Вес: 185 кг
Высота: 195 мм
Ширина: 50 мм











",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DCD710C2,"Тип аккумуляторной батареи: XR Li-Ion
Напряжение: 10,8 В
Ёмкость аккумулятора: н/д
Макс. крутящий момент (жёсткий): 24 Нм
Макс. крутящий момент (мягкий): 15 Нм
Выходная мощность: 180 Вт
Частота холостого хода: 0 - 400 / 0 - 1500 об/мин
Патрон: н/д
Макс. диаметр сверления (Дерево): 20 мм
Макс. диаметр сверления (Металл): 10 мм
Вес: 1,1 кг
Длина: 185 мм













",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
